amount,transaction_time,is_foreign,is_high_risk_country,fraud
46.92680899768591,14,0,0,0
301.0121430917521,11,1,0,1
131.67456935454493,15,0,0,0
91.29425537759532,23,1,0,1
16.962487046234628,18,0,0,0
16.959629191460518,7,0,0,0
5.983876860868068,20,1,0,0
201.12308644799396,16,0,0,0
91.90821536272645,22,0,0,0
123.12500617045903,4,0,0,0
2.0799307999138623,21,0,0,0
350.3557475158312,15,0,0,0
178.6429543354675,5,0,0,0
23.8687625248947,7,0,0,0
20.067898874966335,17,0,0,0
20.261142283225706,11,0,0,0
36.27537294604771,14,0,0,0
74.39278308608544,8,0,0,0
56.55370667803366,12,0,0,0
34.42229925539415,14,0,0,0
94.63708738997987,9,1,0,0
15.023452872733866,15,0,0,0
34.551551200240226,6,0,0,0
45.6277218220847,16,0,0,0
60.893468785977504,22,0,0,0
153.7936011030912,20,1,0,0
22.273586212869027,21,0,0,0
72.20291550331277,6,0,0,0
89.75047213097605,13,0,0,0
4.756384975640855,14,0,0,0
93.533302064961,20,0,0,0
18.696125197741644,6,0,0,0
6.726393087930424,8,0,0,0
297.3687793506931,18,0,1,1
337.06303424611724,15,0,0,0
165.23315728128767,7,0,0,0
36.32878599687583,17,0,0,0
10.277731500250624,22,1,0,0
115.27507630986618,17,0,0,0
58.009084258539836,19,1,0,0
13.015223395444863,6,0,1,0
68.35472281341501,2,0,0,0
3.4993721443479084,17,0,0,0
240.04228873930236,9,0,0,0
29.94577768406861,6,0,0,0
108.62557985649804,16,0,0,0
37.354658165762366,13,0,0,0
73.41108959092286,23,0,0,0
79.12237979817975,2,0,0,0
20.438859950790576,11,0,0,0
349.28071327362267,12,0,0,0
149.22453771381407,1,0,0,0
280.50944192915824,2,0,0,1
225.21519975341965,4,0,0,1
91.1054412383275,10,1,0,0
254.9435379269405,7,0,0,0
9.265545895311563,22,0,1,0
21.813469463126744,22,1,0,0
4.628196568683196,11,0,0,0
39.35320868030868,6,0,0,0
49.21302917942186,14,0,0,0
31.65604432088257,23,0,0,0
176.45578652409338,16,0,0,0
44.12269995298701,3,0,0,0
32.98028401342492,21,0,0,0
78.2407083207746,12,0,0,0
15.189814782062886,17,1,0,0
162.04835957747312,0,0,0,0
7.747586881130901,15,0,0,0
433.41463395873194,12,0,0,0
147.94837762415114,9,0,0,0
22.153944050588596,11,0,0,0
0.5537420375935475,1,0,1,1
168.9896777486126,22,0,0,0
122.70959073870446,2,0,0,0
130.5662908787999,9,0,1,0
147.52145260435134,1,0,0,0
7.692926551379635,22,0,1,0
44.38926724162325,12,0,0,0
12.315010460444965,12,0,0,0
198.85295716582226,17,0,0,0
97.63011917123741,2,0,0,0
40.1818801251301,6,0,0,0
6.566806580478289,13,0,0,0
37.24883504103537,19,0,0,0
39.331421318413135,16,0,0,0
130.7875783957741,20,0,0,0
101.488935892602,11,0,0,0
218.22519124015147,15,0,0,0
63.90661333763098,23,0,0,0
12.73723936155019,11,0,0,0
124.91263443165994,14,0,0,0
143.0392753076864,9,0,0,0
82.38874948858287,6,1,0,0
147.38899667213644,19,0,0,0
68.0814731510278,4,1,0,1
73.9678838777267,0,0,0,0
55.781419390842736,16,0,0,0
2.574777399011373,2,0,0,0
11.416743519186584,12,0,0,0
3.1933681293053824,13,0,0,0
101.17295509275495,23,0,0,0
37.73967087950999,17,0,0,0
71.04371771341901,3,0,0,0
238.12655298459754,17,0,1,1
28.673882298329833,4,0,0,0
52.82819748826726,15,0,0,0
140.87491475385835,0,0,0,0
25.980515691739402,20,0,0,0
8.010427855017637,13,0,0,0
34.21403038870571,14,0,0,0
17.580835850006284,8,0,0,0
265.4950085880625,14,1,0,1
165.08870804845694,16,0,0,0
100.34941905205311,23,0,0,0
205.1519730520813,3,0,0,1
162.79689407405564,11,0,0,0
20.649547635863907,4,0,0,0
223.0813405235561,4,0,0,1
77.5099901966172,10,0,0,0
164.73482913035662,5,1,0,1
226.42426492862313,6,0,1,1
38.27307164183185,23,0,0,0
11.659216012385084,13,0,0,0
25.868674613938136,23,0,0,0
55.70576927486144,10,0,1,0
170.3829726638945,12,0,0,0
197.13449718798333,1,0,1,1
0.6976409181650647,6,0,1,0
71.48761593385558,19,0,0,0
54.02733209186713,3,0,1,1
25.11673382758245,7,0,0,0
12.768039154564681,19,0,0,0
41.190857986243245,21,0,0,0
286.31211226911495,20,0,0,0
39.03838028814744,18,0,0,0
73.1452805760152,12,0,0,0
121.40869768808548,13,0,1,0
45.197449896696234,9,0,0,0
356.77981382916994,10,1,0,1
328.2009864541398,1,0,0,1
29.006129499220528,8,0,0,0
68.76592784638473,16,0,1,0
35.79304600790468,2,0,0,0
33.52496763810817,23,0,1,1
3.758447776552253,5,0,0,0
94.04920709825932,4,0,0,0
69.85196328296385,4,0,0,0
5.285108738039248,21,0,0,0
32.662592101036935,14,0,0,0
238.88609510893403,22,0,0,0
27.386055214207705,16,0,0,0
15.653086098546975,8,0,0,0
67.22721094736363,2,0,0,0
424.40369826152596,19,1,0,1
27.71448135597262,16,0,0,0
111.51550102972934,9,0,0,0
143.3887626239463,2,0,0,0
27.133317233580577,17,0,0,0
130.2748928492316,17,0,0,0
45.8522799264304,16,0,0,0
100.05037477317713,23,0,0,0
100.38378271376382,2,0,0,0
76.73852499523488,2,0,0,0
9.462915881162095,5,0,0,0
180.3644794246297,12,0,0,0
38.68102936673966,23,1,0,1
20.643210660755653,14,0,0,0
4.1629759794345205,8,0,0,0
89.37784045945834,3,1,0,1
113.18517342673489,13,0,0,0
1.672694755847062,4,0,0,0
71.76305845494883,1,0,0,0
25.682414705495766,10,0,0,0
103.61243415476919,8,0,0,0
19.160422253913374,23,0,1,1
117.4212527567719,2,0,0,0
48.89587009811018,8,1,0,0
276.0343817804307,2,0,0,1
14.794441343927895,1,0,0,0
41.713243399517175,11,0,0,0
12.044428503699642,9,0,0,0
258.61903971507235,8,0,1,1
209.8333707160994,14,1,0,1
29.83273700614889,7,0,0,0
107.87627390439145,4,0,0,0
169.94840726392212,10,0,0,0
81.01323606865081,1,0,0,0
75.42794101939461,23,0,0,0
